# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  613       2.847311305561e-10       3.205939969507e-12       3.710527850272e-12       0.000000000000e+00       3.455506940158e-14       3.424847493754e-15      -5.061226371525e-16 
  614       2.835001166253e-10       3.248232659088e-12       3.630892649199e-12       0.000000000000e+00       3.435099026809e-14       3.454122433154e-15      -5.114637563917e-16 
  615       2.822763897309e-10       3.290456427318e-12       3.546815099858e-12       0.000000000000e+00       3.414841877337e-14       3.483425531443e-15      -5.166967552780e-16 
  616       2.810607200655e-10       3.332591966511e-12       3.458302246120e-12       0.000000000000e+00       3.394733439986e-14       3.512749933816e-15      -5.218207321862e-16 
  617       2.798538863836e-10       3.374619739538e-12       3.365361609490e-12       0.000000000000e+00       3.374771610699e-14       3.542088702969e-15      -5.268347858343e-16 
  618       2.786566760348e-10       3.416519978936e-12       3.268001191535e-12       0.000000000000e+00       3.354954232859e-14       3.571434818777e-15      -5.317380153023e-16 
  619       2.774698849947e-10       3.458272686013e-12       3.166229476317e-12       0.000000000000e+00       3.335279097036e-14       3.600781177976e-15      -5.365295200509e-16 
  620       2.762943178983e-10       3.499857629958e-12       3.060055432825e-12       0.000000000000e+00       3.315743940727e-14       3.630120593841e-15      -5.412083999403e-16 
  621       2.751307880711e-10       3.541254346951e-12       2.949488517406e-12       0.000000000000e+00       3.296346448109e-14       3.659445795864e-15      -5.457737552488e-16 
  622       2.739800354700e-10       3.582443643045e-12       2.834546381084e-12       0.000000000000e+00       3.277084586127e-14       3.688749503055e-15      -5.502250261617e-16 
  623       2.728424783271e-10       3.623412143295e-12       2.715278184852e-12       0.000000000000e+00       3.257957621961e-14       3.718024646360e-15      -5.545630199339e-16 
  624       2.717184557517e-10       3.664147847433e-12       2.591741835359e-12       0.000000000000e+00       3.238965128894e-14       3.747264150818e-15      -5.587889078258e-16 
  625       2.706083093016e-10       3.704638635311e-12       2.463996334264e-12       0.000000000000e+00       3.220106651963e-14       3.776460862118e-15      -5.629038879352e-16 
  626       2.695123829905e-10       3.744872266475e-12       2.332101783059e-12       0.000000000000e+00       3.201381707811e-14       3.805607546301e-15      -5.669091853207e-16 
  627       2.684310232942e-10       3.784836379737e-12       2.196119387881e-12       0.000000000000e+00       3.182789784532e-14       3.834696889463e-15      -5.708060521259e-16 
  628       2.673645791576e-10       3.824518492752e-12       2.056111464331e-12       0.000000000000e+00       3.164330341525e-14       3.863721497459e-15      -5.745957677029e-16 
  629       2.663134020014e-10       3.863906001587e-12       1.912141442293e-12       0.000000000000e+00       3.146002809336e-14       3.892673895599e-15      -5.782796387361e-16 
  630       2.652778457286e-10       3.902986180297e-12       1.764273870749e-12       0.000000000000e+00       3.127806589514e-14       3.921546528361e-15      -5.818589993664e-16 
  631       2.642582667318e-10       3.941746180502e-12       1.612574422598e-12       0.000000000000e+00       3.109741054453e-14       3.950331759083e-15      -5.853352113148e-16 
  632       2.632550238991e-10       3.980173030954e-12       1.457109899470e-12       0.000000000000e+00       3.091805547246e-14       3.979021869672e-15      -5.887096640060e-16 
  633       2.622684786216e-10       4.018253637115e-12       1.297948236549e-12       0.000000000000e+00       3.073999381531e-14       4.007609060302e-15      -5.919837746926e-16 
  634       2.612989947995e-10       4.055974780731e-12       1.135158507386e-12       0.000000000000e+00       3.056321841340e-14       4.036085449121e-15      -5.951589885787e-16 
  635       2.603469388494e-10       4.093323119403e-12       9.688109287146e-13       0.000000000000e+00       3.038772180949e-14       4.064443071950e-15      -5.982367789439e-16 
  636       2.594126797105e-10       4.130285186163e-12       7.989768652748e-13       0.000000000000e+00       3.021349624725e-14       4.092673881984e-15      -6.012186472667e-16 
  637       2.584965888516e-10       4.166847389045e-12       6.257288346241e-13       0.000000000000e+00       3.004053366976e-14       4.120769749500e-15      -6.041061233491e-16 
  638       2.575990402780e-10       4.202996010663e-12       4.491405119576e-13       0.000000000000e+00       2.986882571799e-14       4.148722461555e-15      -6.069007654394e-16 
  639       2.567204105377e-10       4.238717207780e-12       2.692867349247e-13       0.000000000000e+00       2.969836372930e-14       4.176523721688e-15      -6.096041603571e-16 
  640       2.558610787286e-10       4.273997010883e-12       8.624350844664e-14       0.000000000000e+00       2.952913873591e-14       4.204165149625e-15      -6.122179236158e-16 
  641       2.550214265051e-10       4.308821323760e-12      -9.991199046679e-14       0.000000000000e+00       2.936114146341e-14       4.231638280980e-15      -6.147436995476e-16 
  642       2.542018380847e-10       4.343175923069e-12      -2.891014078995e-13       0.000000000000e+00       2.919436232922e-14       4.258934566957e-15      -6.171831614267e-16 
  643       2.534027002548e-10       4.377046457914e-12      -4.812452082118e-13       0.000000000000e+00       2.902879144109e-14       4.286045374053e-15      -6.195380115934e-16 
  644       2.526244023794e-10       4.410418449418e-12      -6.762626692237e-13       0.000000000000e+00       2.886441859560e-14       4.312961983762e-15      -6.218099815775e-16 
  645       2.518673364060e-10       4.443277290298e-12      -8.740718773968e-13       0.000000000000e+00       2.870123327662e-14       4.339675592273e-15      -6.240008322227e-16 
  646       2.511318968721e-10       4.475608244437e-12      -1.074589723018e-12       0.000000000000e+00       2.853922465384e-14       4.366177310176e-15      -6.261123538099e-16 
  647       2.504184809120e-10       4.507396446457e-12      -1.277731895381e-12       0.000000000000e+00       2.837838158121e-14       4.392458162164e-15      -6.281463661814e-16 
  648       2.497274882635e-10       4.538626901296e-12      -1.483412877969e-12       0.000000000000e+00       2.821869259546e-14       4.418509086735e-15      -6.301047188646e-16 
  649       2.490593212748e-10       4.569284483779e-12      -1.691545943642e-12       0.000000000000e+00       2.806014591456e-14       4.444320935893e-15      -6.319892911958e-16 
  650       2.484143849109e-10       4.599353938191e-12      -1.902043149810e-12       0.000000000000e+00       2.790272943624e-14       4.469884474852e-15      -6.338019924438e-16 
  651       2.477930867605e-10       4.628819877853e-12      -2.114815333625e-12       0.000000000000e+00       2.774643073646e-14       4.495190381737e-15      -6.355447619342e-16 
  652       2.471958370430e-10       4.657666784694e-12      -2.329772107160e-12       0.000000000000e+00       2.759123706789e-14       4.520229247290e-15      -6.372195691729e-16 
  653       2.466230486147e-10       4.685879008826e-12      -2.546821852591e-12       0.000000000000e+00       2.743713535841e-14       4.544991574567e-15      -6.388284139699e-16 
  654       2.460751369758e-10       4.713440768115e-12      -2.765871717381e-12       0.000000000000e+00       2.728411220961e-14       4.569467778644e-15      -6.403733265635e-16 
  655       2.455525202772e-10       4.740336147759e-12      -2.986827609461e-12       0.000000000000e+00       2.713215389523e-14       4.593648186319e-15      -6.418563677434e-16 
  656       2.450556193271e-10       4.766549099857e-12      -3.209594192415e-12       0.000000000000e+00       2.698124635971e-14       4.617523035811e-15      -6.432796289754e-16 
  657       2.445848575977e-10       4.792063442985e-12      -3.434074880663e-12       0.000000000000e+00       2.683137521661e-14       4.641082476470e-15      -6.446452325244e-16 
  658       2.441406612321e-10       4.816862861772e-12      -3.660171834641e-12       0.000000000000e+00       2.668252574718e-14       4.664316568471e-15      -6.459553315790e-16 
  659       2.437234590508e-10       4.840930906468e-12      -3.887785955985e-12       0.000000000000e+00       2.653468289877e-14       4.687215282519e-15      -6.472121103745e-16 
  660       2.433336825585e-10       4.864250992522e-12      -4.116816882715e-12       0.000000000000e+00       2.638783128334e-14       4.709768499557e-15      -6.484177843175e-16 
  661       2.429716841918e-10       4.886808703146e-12      -4.347166204672e-12       0.000000000000e+00       2.624195733883e-14       4.731967998290e-15      -6.495740174943e-16 
  662       2.426374900695e-10       4.908598753615e-12      -4.578747197424e-12       0.000000000000e+00       2.609705586848e-14       4.753813466509e-15      -6.506801608469e-16 
  663       2.423310418030e-10       4.929618179698e-12      -4.811475293481e-12       0.000000000000e+00       2.595312364266e-14       4.775306621742e-15      -6.517349753907e-16 
  664       2.420522777464e-10       4.949864048778e-12      -5.045264877551e-12       0.000000000000e+00       2.581015724824e-14       4.796449235675e-15      -6.527372112758e-16 
  665       2.418011329809e-10       4.969333460056e-12      -5.280029282603e-12       0.000000000000e+00       2.566815308760e-14       4.817243134398e-15      -6.536856077509e-16 
  666       2.415775392987e-10       4.988023544759e-12      -5.515680785936e-12       0.000000000000e+00       2.552710737776e-14       4.837690198653e-15      -6.545788931276e-16 
  667       2.413814251876e-10       5.005931466341e-12      -5.752130605241e-12       0.000000000000e+00       2.538701614943e-14       4.857792364080e-15      -6.554157847443e-16 
  668       2.412127158151e-10       5.023054420691e-12      -5.989288894669e-12       0.000000000000e+00       2.524787524611e-14       4.877551621467e-15      -6.561949889300e-16 
  669       2.410713330132e-10       5.039389636338e-12      -6.227064740897e-12       0.000000000000e+00       2.510968032314e-14       4.896970016999e-15      -6.569152009690e-16 
  670       2.409571952620e-10       5.054934374657e-12      -6.465366159193e-12       0.000000000000e+00       2.497242684683e-14       4.916049652497e-15      -6.575751050642e-16 
  671       2.408702176744e-10       5.069685930070e-12      -6.704100089483e-12       0.000000000000e+00       2.483611009349e-14       4.934792685677e-15      -6.581733743019e-16 
  672       2.408103119804e-10       5.083641630257e-12      -6.943172392415e-12       0.000000000000e+00       2.470072514856e-14       4.953201330389e-15      -6.587086706152e-16 
  673       2.407773865114e-10       5.096798836357e-12      -7.182487845426e-12       0.000000000000e+00       2.456626690563e-14       4.971277856869e-15      -6.591796447483e-16 
  674       2.407713461843e-10       5.109154943176e-12      -7.421950138809e-12       0.000000000000e+00       2.443273006559e-14       4.989024591983e-15      -6.595849362207e-16 
  675       2.407920924861e-10       5.120707379390e-12      -7.661461871776e-12       0.000000000000e+00       2.430010913565e-14       5.006443919477e-15      -6.599231732910e-16 
  676       2.408395234579e-10       5.131453607750e-12      -7.900924548526e-12       0.000000000000e+00       2.416839842846e-14       5.023538280226e-15      -6.601929729211e-16 
  677       2.409135336796e-10       5.141391125290e-12      -8.140238574309e-12       0.000000000000e+00       2.403759206117e-14       5.040310172477e-15      -6.603929407402e-16 
  678       2.410140142538e-10       5.150517463531e-12      -8.379303251496e-12       0.000000000000e+00       2.390768395452e-14       5.056762152101e-15      -6.605216710090e-16 
  679       2.411408527903e-10       5.158830188683e-12      -8.618016775640e-12       0.000000000000e+00       2.377866783192e-14       5.072896832836e-15      -6.605777465833e-16 
  680       2.412939333903e-10       5.166326901857e-12      -8.856276231542e-12       0.000000000000e+00       2.365053721852e-14       5.088716886539e-15      -6.605597388787e-16 
  681       2.414731366309e-10       5.173005239263e-12      -9.093977589321e-12       0.000000000000e+00       2.352328544031e-14       5.104225043432e-15      -6.604662078341e-16 
  682       2.416783395492e-10       5.178862872418e-12      -9.331015700477e-12       0.000000000000e+00       2.339690562318e-14       5.119424092346e-15      -6.602957018761e-16 
  683       2.419094156268e-10       5.183897508355e-12      -9.567284293956e-12       0.000000000000e+00       2.327139069202e-14       5.134316880974e-15      -6.600467578828e-16 
  684       2.421662347738e-10       5.188106889823e-12      -9.802675972219e-12       0.000000000000e+00       2.314673336979e-14       5.148906316116e-15      -6.597179011479e-16 
  685       2.424486633134e-10       5.191488795492e-12      -1.003708220730e-11       0.000000000000e+00       2.302292617660e-14       5.163195363926e-15      -6.593076453450e-16 
  686       2.427565639662e-10       5.194041040163e-12      -1.027039333689e-11       0.000000000000e+00       2.289996142879e-14       5.177187050160e-15      -6.588144924913e-16 
  687       2.430897958342e-10       5.195761474970e-12      -1.050249856038e-11       0.000000000000e+00       2.277783123801e-14       5.190884460423e-15      -6.582369329119e-16 
  688       2.434482143853e-10       5.196647987584e-12      -1.073328593494e-11       0.000000000000e+00       2.265652751031e-14       5.204290740418e-15      -6.575734452038e-16 
  689       2.438316714379e-10       5.196698502423e-12      -1.096264237158e-11       0.000000000000e+00       2.253604194521e-14       5.217409096193e-15      -6.568224961998e-16 
  690       2.442400151445e-10       5.195910980852e-12      -1.119045363122e-11       0.000000000000e+00       2.241636603479e-14       5.230242794386e-15      -6.559825409327e-16 
  691       2.446730899768e-10       5.194283421390e-12      -1.141660432076e-11       0.000000000000e+00       2.229749106277e-14       5.242795162476e-15      -6.550520225993e-16 
  692       2.451307367092e-10       5.191813859916e-12      -1.164097788913e-11       0.000000000000e+00       2.217940810356e-14       5.255069589030e-15      -6.540293725245e-16 
  693       2.456127924040e-10       5.188500369874e-12      -1.186345662337e-11       0.000000000000e+00       2.206210802141e-14       5.267069523947e-15      -6.529130101253e-16 
  694       2.461190903949e-10       5.184341062479e-12      -1.208392164469e-11       0.000000000000e+00       2.194558146940e-14       5.278798478711e-15      -6.517013428747e-16 
  695       2.466494602716e-10       5.179334086919e-12      -1.230225290454e-11       0.000000000000e+00       2.182981888861e-14       5.290260026634e-15      -6.503927662663e-16 
  696       2.472037278643e-10       5.173477630564e-12      -1.251832918066e-11       0.000000000000e+00       2.171481050712e-14       5.301457803106e-15      -6.489856637775e-16 
  697       2.477817152278e-10       5.166769919170e-12      -1.273202807319e-11       0.000000000000e+00       2.160054633917e-14       5.312395505839e-15      -6.474784068343e-16 
  698       2.483832406258e-10       5.159209217081e-12      -1.294322600067e-11       0.000000000000e+00       2.148701618416e-14       5.323076895122e-15      -6.458693547749e-16 
  699       2.490081185152e-10       5.150793827441e-12      -1.315179819616e-11       0.000000000000e+00       2.137420962580e-14       5.333505794058e-15      -6.441568548141e-16 
  700       2.496561263425e-10       5.141523771528e-12      -1.335763058597e-11       0.000000000000e+00       2.126211745140e-14       5.343685275561e-15      -6.423398624135e-16 
  701       2.503269042055e-10       5.131405864748e-12      -1.356065570547e-11       0.000000000000e+00       2.115073594420e-14       5.353615204223e-15      -6.404198166464e-16 
  702       2.510200530702e-10       5.120448746788e-12      -1.376081752360e-11       0.000000000000e+00       2.104006267865e-14       5.363294643731e-15      -6.383988038264e-16 
  703       2.517351677462e-10       5.108661212663e-12      -1.395805962698e-11       0.000000000000e+00       2.093009510766e-14       5.372722665533e-15      -6.362789407541e-16 
  704       2.524718368624e-10       5.096052213339e-12      -1.415232521884e-11       0.000000000000e+00       2.082083056206e-14       5.381898348896e-15      -6.340623748335e-16 
  705       2.532296428436e-10       5.082630856346e-12      -1.434355711798e-11       0.000000000000e+00       2.071226625001e-14       5.390820780943e-15      -6.317512841868e-16 
  706       2.540081618863e-10       5.068406406394e-12      -1.453169775780e-11       0.000000000000e+00       2.060439925645e-14       5.399489056711e-15      -6.293478777711e-16 
  707       2.548069639354e-10       5.053388285988e-12      -1.471668918519e-11       0.000000000000e+00       2.049722654247e-14       5.407902279196e-15      -6.268543954935e-16 
  708       2.556256126598e-10       5.037586076045e-12      -1.489847305958e-11       0.000000000000e+00       2.039074494482e-14       5.416059559402e-15      -6.242731083272e-16 
  709       2.564636654289e-10       5.021009516511e-12      -1.507699065184e-11       0.000000000000e+00       2.028495117527e-14       5.423960016389e-15      -6.216063184272e-16 
  710       2.573206732890e-10       5.003668506973e-12      -1.525218284333e-11       0.000000000000e+00       2.017984182007e-14       5.431602777322e-15      -6.188563592462e-16 
  711       2.581961809390e-10       4.985573107279e-12      -1.542399012478e-11       0.000000000000e+00       2.007541333937e-14       5.438986977521e-15      -6.160255956499e-16 
  712       2.590897267068e-10       4.966733538152e-12      -1.559235259537e-11       0.000000000000e+00       1.997166206666e-14       5.446111760506e-15      -6.131164240335e-16 
  713       2.600008425258e-10       4.947160181806e-12      -1.575720996158e-11       0.000000000000e+00       1.986858420817e-14       5.452976278050e-15      -6.101312724369e-16 
  714       2.609290539105e-10       4.926863582560e-12      -1.591850153628e-11       0.000000000000e+00       1.976617584233e-14       5.459579690226e-15      -6.070726006604e-16 
  715       2.618738799332e-10       4.905854447459e-12      -1.607616623761e-11       0.000000000000e+00       1.966443291918e-14       5.465921165453e-15      -6.039429003812e-16 
  716       2.628348331999e-10       4.884143646883e-12      -1.623014258800e-11       0.000000000000e+00       1.956335125980e-14       5.471999880550e-15      -6.007446952682e-16 
  717       2.638114198265e-10       4.861742215169e-12      -1.638036871313e-11       0.000000000000e+00       1.946292655574e-14       5.477815020780e-15      -5.974805410986e-16 
  718       2.648031394153e-10       4.838661351222e-12      -1.652678234091e-11       0.000000000000e+00       1.936315436845e-14       5.483365779899e-15      -5.941530258732e-16 
  719       2.658094850307e-10       4.814912419135e-12      -1.666932080043e-11       0.000000000000e+00       1.926403012868e-14       5.488651360207e-15      -5.907647699322e-16 
  720       2.668299431757e-10       4.790506948802e-12      -1.680792102095e-11       0.000000000000e+00       1.916554913598e-14       5.493670972596e-15      -5.873184260713e-16 
  721       2.678639937680e-10       4.765456636534e-12      -1.694251953086e-11       0.000000000000e+00       1.906770655805e-14       5.498423836597e-15      -5.838166796568e-16 
  722       2.689111101164e-10       4.739773345676e-12      -1.707305245668e-11       0.000000000000e+00       1.897049743020e-14       5.502909180430e-15      -5.802622487423e-16 
  723       2.699707588964e-10       4.713469107224e-12      -1.719945552199e-11       0.000000000000e+00       1.887391665478e-14       5.507126241054e-15      -5.766578841837e-16 
  724       2.710424001272e-10       4.686556120437e-12      -1.732166404642e-11       0.000000000000e+00       1.877795900061e-14       5.511074264210e-15      -5.730063697552e-16 
  725       2.721254871473e-10       4.659046753456e-12      -1.743961294464e-11       0.000000000000e+00       1.868261910240e-14       5.514752504477e-15      -5.693105222652e-16 
  726       2.732194665907e-10       4.630953543920e-12      -1.755323672530e-11       0.000000000000e+00       1.858789146018e-14       5.518160225316e-15      -5.655731916719e-16 
  727       2.743237783636e-10       4.602289199578e-12      -1.766246949004e-11       0.000000000000e+00       1.849377043873e-14       5.521296699119e-15      -5.617972611993e-16 
  728       2.754378556198e-10       4.573066598910e-12      -1.776724493240e-11       0.000000000000e+00       1.840025026700e-14       5.524161207261e-15      -5.579856474527e-16 
  729       2.765611247377e-10       4.543298791741e-12      -1.786749633688e-11       0.000000000000e+00       1.830732503756e-14       5.526753040144e-15      -5.541413005345e-16 
  730       2.776930052958e-10       4.512998999853e-12      -1.796315657781e-11       0.000000000000e+00       1.821498870600e-14       5.529071497247e-15      -5.502672041602e-16 
  731       2.788329100496e-10       4.482180617608e-12      -1.805415811841e-11       0.000000000000e+00       1.812323509037e-14       5.531115887177e-15      -5.463663757740e-16 
  732       2.799802449069e-10       4.450857212558e-12      -1.814043300972e-11       0.000000000000e+00       1.803205787061e-14       5.532885527715e-15      -5.424418666645e-16 
  733       2.811344089048e-10       4.419042526063e-12      -1.822191288957e-11       0.000000000000e+00       1.794145058799e-14       5.534379745866e-15      -5.384967620806e-16 
  734       2.822947941855e-10       4.386750473907e-12      -1.829852898157e-11       0.000000000000e+00       1.785140664450e-14       5.535597877908e-15      -5.345341813474e-16 
  735       2.834607859724e-10       4.353995146912e-12      -1.837021209405e-11       0.000000000000e+00       1.776191930232e-14       5.536539269438e-15      -5.305572779814e-16 
  736       2.846317625466e-10       4.320790811559e-12      -1.843689261907e-11       0.000000000000e+00       1.767298168323e-14       5.537203275424e-15      -5.265692398072e-16 
  737       2.858070952228e-10       4.287151910597e-12      -1.849850053138e-11       0.000000000000e+00       1.758458676803e-14       5.537589260250e-15      -5.225732890723e-16 
  738       2.869861483258e-10       4.253093063663e-12      -1.855496538737e-11       0.000000000000e+00       1.749672739597e-14       5.537696597770e-15      -5.185726825635e-16 
  739       2.881683100541e-10       4.218629046404e-12      -1.860622952865e-11       0.000000000000e+00       1.740939721348e-14       5.537524617463e-15      -5.145700678137e-16 
  740       2.893530857890e-10       4.183774726145e-12      -1.865228798061e-11       0.000000000000e+00       1.732259354197e-14       5.537072441656e-15      -5.105655375509e-16 
  741       2.905400065804e-10       4.148545126172e-12      -1.869314933932e-11       0.000000000000e+00       1.723631456547e-14       5.536339145186e-15      -5.065585370787e-16 
  742       2.917285984083e-10       4.112955447716e-12      -1.872882264010e-11       0.000000000000e+00       1.715055838612e-14       5.535323809035e-15      -5.025485046816e-16 
  743       2.929183821662e-10       4.077021070570e-12      -1.875931735943e-11       0.000000000000e+00       1.706532302384e-14       5.534025520367e-15      -4.985348715995e-16 
  744       2.941088736441e-10       4.040757553696e-12      -1.878464341678e-11       0.000000000000e+00       1.698060641593e-14       5.532443372565e-15      -4.945170620019e-16 
  745       2.952995835111e-10       4.004180635836e-12      -1.880481117652e-11       0.000000000000e+00       1.689640641670e-14       5.530576465263e-15      -4.904944929626e-16 
  746       2.964900172985e-10       3.967306236125e-12      -1.881983144975e-11       0.000000000000e+00       1.681272079714e-14       5.528423904391e-15      -4.864665744340e-16 
  747       2.976796753829e-10       3.930150454703e-12      -1.882971549621e-11       0.000000000000e+00       1.672954724453e-14       5.525984802206e-15      -4.824327092219e-16 
  748       2.988680529693e-10       3.892729573322e-12      -1.883447502610e-11       0.000000000000e+00       1.664688336210e-14       5.523258277329e-15      -4.783922929596e-16 
  749       3.000546400735e-10       3.855060055961e-12      -1.883412220200e-11       0.000000000000e+00       1.656472666863e-14       5.520243454785e-15      -4.743447140824e-16 
  750       3.012389215056e-10       3.817158549436e-12      -1.882866964070e-11       0.000000000000e+00       1.648307459813e-14       5.516939466036e-15      -4.702893538023e-16 
  751       3.024203768529e-10       3.779041884011e-12      -1.881813041510e-11       0.000000000000e+00       1.640192449944e-14       5.513345449023e-15      -4.662255860826e-16 
  752       3.035984804625e-10       3.740727074007e-12      -1.880251805605e-11       0.000000000000e+00       1.632127363588e-14       5.509460548196e-15      -4.621527776117e-16 
  753       3.047727014247e-10       3.702231318419e-12      -1.878184655425e-11       0.000000000000e+00       1.624111918488e-14       5.505283914556e-15      -4.580702877783e-16 
  754       3.059425035556e-10       3.663572001521e-12      -1.875613036209e-11       0.000000000000e+00       1.616145823765e-14       5.500814705690e-15      -4.539774686456e-16 
  755       3.071073453806e-10       3.624766693478e-12      -1.872538439554e-11       0.000000000000e+00       1.608228779875e-14       5.496052085808e-15      -4.498736649256e-16 
  756       3.082666801166e-10       3.585833150962e-12      -1.868962403600e-11       0.000000000000e+00       1.600360478581e-14       5.490995225778e-15      -4.457582139539e-16 
  757       3.094199556556e-10       3.546789317758e-12      -1.864886513219e-11       0.000000000000e+00       1.592540602907e-14       5.485643303169e-15      -4.416304456638e-16 
  758       3.105666145474e-10       3.507653325376e-12      -1.860312400202e-11       0.000000000000e+00       1.584768827112e-14       5.479995502278e-15      -4.374896825612e-16 
  759       3.117060939826e-10       3.468443493664e-12      -1.855241743443e-11       0.000000000000e+00       1.577044816644e-14       5.474051014175e-15      -4.333352396988e-16 
  760       3.128378257757e-10       3.429178331419e-12      -1.849676269128e-11       0.000000000000e+00       1.569368228111e-14       5.467809036738e-15      -4.291664246505e-16 
  761       3.139612363477e-10       3.389876536995e-12      -1.843617750924e-11       0.000000000000e+00       1.561738709240e-14       5.461268774686e-15      -4.249825374862e-16 
  762       3.150757467094e-10       3.350556998918e-12      -1.837068010162e-11       0.000000000000e+00       1.554155898843e-14       5.454429439619e-15      -4.207828707459e-16 
  763       3.161807724445e-10       3.311238796494e-12      -1.830028916025e-11       0.000000000000e+00       1.546619426780e-14       5.447290250057e-15      -4.165667094144e-16 
  764       3.172757236919e-10       3.271941200425e-12      -1.822502385737e-11       0.000000000000e+00       1.539128913922e-14       5.439850431471e-15      -4.123333308958e-16 
  765       3.183600051295e-10       3.232683673413e-12      -1.814490384748e-11       0.000000000000e+00       1.531683972114e-14       5.432109216325e-15      -4.080820049878e-16 
  766       3.194330159566e-10       3.193485870776e-12      -1.805994926922e-11       0.000000000000e+00       1.524284204143e-14       5.424065844109e-15      -4.038119938564e-16 
  767       3.204941498769e-10       3.154367641058e-12      -1.797018074722e-11       0.000000000000e+00       1.516929203696e-14       5.415719561380e-15      -3.995225520101e-16 
  768       3.215427950819e-10       3.115349026642e-12      -1.787561939399e-11       0.000000000000e+00       1.509618555326e-14       5.407069621793e-15      -3.952129262745e-16 
  769       3.225783342333e-10       3.076450264356e-12      -1.777628681178e-11       0.000000000000e+00       1.502351834416e-14       5.398115286145e-15      -3.908823557670e-16 
  770       3.236001444464e-10       3.037691786091e-12      -1.767220509447e-11       0.000000000000e+00       1.495128607143e-14       5.388855822405e-15      -3.865300718708e-16 
  771       3.246075972728e-10       2.999094219404e-12      -1.756339682939e-11       0.000000000000e+00       1.487948430439e-14       5.379290505755e-15      -3.821552982099e-16 
  772       3.256000586834e-10       2.960678388139e-12      -1.744988509924e-11       0.000000000000e+00       1.480810851960e-14       5.369418618626e-15      -3.777572506231e-16 
  773       3.265768890515e-10       2.922465313028e-12      -1.733169348394e-11       0.000000000000e+00       1.473715410042e-14       5.359239450732e-15      -3.733351371387e-16 
  774       3.275374431358e-10       2.884476212310e-12      -1.720884606248e-11       0.000000000000e+00       1.466661633672e-14       5.348752299112e-15      -3.688881579492e-16 
  775       3.284810700631e-10       2.846732502337e-12      -1.708136741483e-11       0.000000000000e+00       1.459649042446e-14       5.337956468163e-15      -3.644155053852e-16 
  776       3.294071133115e-10       2.809255798189e-12      -1.694928262377e-11       0.000000000000e+00       1.452677146536e-14       5.326851269678e-15      -3.599163638904e-16 
  777       3.303149106932e-10       2.772067914281e-12      -1.681261727679e-11       0.000000000000e+00       1.445745446654e-14       5.315436022881e-15      -3.553899099958e-16 
  778       3.312038653266e-10       2.735189111367e-12      -1.667140407243e-11       0.000000000000e+00       1.438853498476e-14       5.303711003210e-15      -3.508356072857e-16 
  779       3.320736600460e-10       2.698632800239e-12      -1.652570277147e-11       0.000000000000e+00       1.432001107330e-14       5.291680308093e-15      -3.462540974123e-16 
  780       3.329240469789e-10       2.662410739917e-12      -1.637558062358e-11       0.000000000000e+00       1.425188137088e-14       5.279349044986e-15      -3.416463257396e-16 
  781       3.337547769182e-10       2.626534782524e-12      -1.622110579992e-11       0.000000000000e+00       1.418414446010e-14       5.266722387719e-15      -3.370132478985e-16 
  782       3.345655993196e-10       2.591016873550e-12      -1.606234739632e-11       0.000000000000e+00       1.411679886721e-14       5.253805576727e-15      -3.323558298200e-16 
  783       3.353562622979e-10       2.555869052118e-12      -1.589937543640e-11       0.000000000000e+00       1.404984306189e-14       5.240603919270e-15      -3.276750477678e-16 
  784       3.361265126249e-10       2.521103451243e-12      -1.573226087485e-11       0.000000000000e+00       1.398327545696e-14       5.227122789660e-15      -3.229718883711e-16 
  785       3.368760957258e-10       2.486732298104e-12      -1.556107560049e-11       0.000000000000e+00       1.391709440819e-14       5.213367629481e-15      -3.182473486578e-16 
  786       3.376047556765e-10       2.452767914299e-12      -1.538589243954e-11       0.000000000000e+00       1.385129821408e-14       5.199343947823e-15      -3.135024360873e-16 
  787       3.383122352004e-10       2.419222716116e-12      -1.520678515875e-11       0.000000000000e+00       1.378588511555e-14       5.185057321496e-15      -3.087381685833e-16 
  788       3.389982756656e-10       2.386109214792e-12      -1.502382846859e-11       0.000000000000e+00       1.372085329579e-14       5.170513395262e-15      -3.039555745664e-16 
  789       3.396626170820e-10       2.353440016780e-12      -1.483709802642e-11       0.000000000000e+00       1.365620087995e-14       5.155717882058e-15      -2.991556929877e-16 
  790       3.403049980981e-10       2.321227824012e-12      -1.464667043968e-11       0.000000000000e+00       1.359192593495e-14       5.140676563218e-15      -2.943395733610e-16 
  791       3.409251559980e-10       2.289485434162e-12      -1.445262326905e-11       0.000000000000e+00       1.352802646925e-14       5.125395288700e-15      -2.895082757959e-16 
  792       3.415228266989e-10       2.258225740911e-12      -1.425503503164e-11       0.000000000000e+00       1.346450043257e-14       5.109879977312e-15      -2.846628710310e-16 
